0;Czas trwania:select:1;1h:1;1;9999999
1;Czas trwania:select:1;1h:1;1;9999999
2;Czas trwania:select:1;1h:1;1;9999999
3;Czas trwania:select:1;1h:1;1;9999999
4;Czas trwania:select:1;1h:1;1;9999999
4;Czas trwania:select:1;2h:2;1;9999999
5;Czas trwania:select:1;1h:1;1;9999999
5;Czas trwania:select:1;5h:3;1;9999999
6;Czas trwania:select:1;1h:1;1;9999999
7;Czas trwania:select:1;1h:1;1;9999999
8;Czas trwania:select:1;1h:1;1;9999999
9;Czas trwania:select:1;1h:1;1;9999999
10;Czas trwania:select:1;1h:1;1;9999999
11;Czas trwania:select:1;1h:1;1;9999999
11;Czas trwania:select:1;10h:5;1;9999999
12;Czas trwania:select:1;1h:1;1;9999999
12;Czas trwania:select:1;10h:5;1;9999999
13;Czas trwania:select:1;1h:1;1;9999999
13;Czas trwania:select:1;tygodniowy:4;1;9999999
14;Czas trwania:select:1;1h:1;1;9999999
14;Czas trwania:select:1;10h:5;1;9999999
15;Czas trwania:select:1;1h:1;1;9999999
16;Czas trwania:select:1;1h:1;1;9999999
17;Czas trwania:select:1;1h:1;1;9999999
18;Czas trwania:select:1;1h:1;1;9999999
18;Czas trwania:select:1;2h:2;1;9999999
19;Czas trwania:select:1;1h:1;1;9999999
20;Czas trwania:select:1;1h:1;1;9999999
21;Czas trwania:select:1;1h:1;1;9999999
21;Czas trwania:select:1;2h:2;1;9999999
22;Czas trwania:select:1;1h:1;1;9999999
22;Czas trwania:select:1;5h:3;1;9999999
23;Czas trwania:select:1;1h:1;1;9999999
24;Czas trwania:select:1;1h:1;1;9999999
24;Czas trwania:select:1;2h:2;1;9999999
25;Czas trwania:select:1;1h:1;1;9999999
25;Czas trwania:select:1;5h:3;1;9999999
26;Czas trwania:select:1;1h:1;1;9999999
27;Czas trwania:select:1;1h:1;1;9999999
27;Czas trwania:select:1;2h:2;1;9999999
28;Czas trwania:select:1;1h:1;1;9999999
28;Czas trwania:select:1;10h:5;1;9999999
29;Czas trwania:select:1;1h:1;1;9999999
29;Czas trwania:select:1;5h:3;1;9999999
30;Czas trwania:select:1;1h:1;1;9999999
30;Czas trwania:select:1;10h:5;1;9999999
31;Czas trwania:select:1;1h:1;1;9999999
31;Czas trwania:select:1;10h:5;1;9999999
32;Czas trwania:select:1;1h:1;1;9999999
33;Czas trwania:select:1;1h:1;1;9999999
34;Czas trwania:select:1;1h:1;1;9999999
34;Czas trwania:select:1;tygodniowy:4;1;9999999
35;Czas trwania:select:1;1h:1;1;9999999
35;Czas trwania:select:1;tygodniowy:4;1;9999999
36;Czas trwania:select:1;1h:1;1;9999999
37;Czas trwania:select:1;1h:1;1;9999999
37;Czas trwania:select:1;tygodniowy:4;1;9999999
38;Czas trwania:select:1;1h:1;1;9999999
39;Czas trwania:select:1;1h:1;1;9999999
39;Czas trwania:select:1;2h:2;1;9999999
40;Czas trwania:select:1;1h:1;1;9999999
41;Czas trwania:select:1;1h:1;1;9999999
41;Czas trwania:select:1;5h:3;1;9999999
42;Czas trwania:select:1;1h:1;1;9999999
42;Czas trwania:select:1;tygodniowy:4;1;9999999
43;Czas trwania:select:1;1h:1;1;9999999
44;Czas trwania:select:1;1h:1;1;9999999
45;Czas trwania:select:1;1h:1;1;9999999
45;Czas trwania:select:1;10h:5;1;9999999
46;Czas trwania:select:1;1h:1;1;9999999
46;Czas trwania:select:1;2h:2;1;9999999
47;Czas trwania:select:1;1h:1;1;9999999
47;Czas trwania:select:1;10h:5;1;9999999
48;Czas trwania:select:1;1h:1;1;9999999
49;Czas trwania:select:1;1h:1;1;9999999
49;Czas trwania:select:1;tygodniowy:4;1;9999999
50;Czas trwania:select:1;1h:1;1;9999999
51;Czas trwania:select:1;1h:1;1;9999999
51;Czas trwania:select:1;10h:5;1;9999999
52;Czas trwania:select:1;1h:1;1;9999999
53;Czas trwania:select:1;1h:1;1;9999999
54;Czas trwania:select:1;1h:1;1;9999999
55;Czas trwania:select:1;1h:1;1;9999999
55;Czas trwania:select:1;5h:3;1;9999999
56;Czas trwania:select:1;1h:1;1;9999999
56;Czas trwania:select:1;tygodniowy:4;1;9999999
57;Czas trwania:select:1;1h:1;1;9999999
58;Czas trwania:select:1;1h:1;1;9999999
58;Czas trwania:select:1;10h:5;1;9999999
59;Czas trwania:select:1;1h:1;1;9999999
60;Czas trwania:select:1;1h:1;1;9999999
60;Czas trwania:select:1;tygodniowy:4;1;9999999
61;Czas trwania:select:1;1h:1;1;9999999
62;Czas trwania:select:1;1h:1;1;9999999
63;Czas trwania:select:1;1h:1;1;9999999
64;Czas trwania:select:1;1h:1;1;9999999
65;Czas trwania:select:1;1h:1;1;9999999
65;Czas trwania:select:1;10h:5;1;9999999
66;Czas trwania:select:1;1h:1;1;9999999
66;Czas trwania:select:1;2h:2;1;9999999
67;Czas trwania:select:1;1h:1;1;9999999
68;Czas trwania:select:1;1h:1;1;9999999
68;Czas trwania:select:1;10h:5;1;9999999
69;Czas trwania:select:1;1h:1;1;9999999
69;Czas trwania:select:1;5h:3;1;9999999
70;Czas trwania:select:1;1h:1;1;9999999
71;Czas trwania:select:1;1h:1;1;9999999
71;Czas trwania:select:1;5h:3;1;9999999
72;Czas trwania:select:1;1h:1;1;9999999
72;Czas trwania:select:1;2h:2;1;9999999
73;Czas trwania:select:1;1h:1;1;9999999
73;Czas trwania:select:1;10h:5;1;9999999
74;Czas trwania:select:1;1h:1;1;9999999
75;Czas trwania:select:1;1h:1;1;9999999
76;Czas trwania:select:1;1h:1;1;9999999
76;Czas trwania:select:1;2h:2;1;9999999
77;Czas trwania:select:1;1h:1;1;9999999
77;Czas trwania:select:1;10h:5;1;9999999
78;Czas trwania:select:1;1h:1;1;9999999
79;Czas trwania:select:1;1h:1;1;9999999
80;Czas trwania:select:1;1h:1;1;9999999
81;Czas trwania:select:1;1h:1;1;9999999
82;Czas trwania:select:1;1h:1;1;9999999
83;Czas trwania:select:1;1h:1;1;9999999
83;Czas trwania:select:1;2h:2;1;9999999
84;Czas trwania:select:1;1h:1;1;9999999
84;Czas trwania:select:1;2h:2;1;9999999
85;Czas trwania:select:1;1h:1;1;9999999
86;Czas trwania:select:1;1h:1;1;9999999
87;Czas trwania:select:1;1h:1;1;9999999
88;Czas trwania:select:1;1h:1;1;9999999
88;Czas trwania:select:1;2h:2;1;9999999
89;Czas trwania:select:1;1h:1;1;9999999
90;Czas trwania:select:1;1h:1;1;9999999
90;Czas trwania:select:1;tygodniowy:4;1;9999999
91;Czas trwania:select:1;1h:1;1;9999999
91;Czas trwania:select:1;tygodniowy:4;1;9999999
92;Czas trwania:select:1;1h:1;1;9999999
93;Czas trwania:select:1;1h:1;1;9999999
93;Czas trwania:select:1;10h:5;1;9999999
94;Czas trwania:select:1;1h:1;1;9999999
95;Czas trwania:select:1;1h:1;1;9999999
96;Czas trwania:select:1;1h:1;1;9999999
97;Czas trwania:select:1;1h:1;1;9999999
98;Czas trwania:select:1;1h:1;1;9999999
98;Czas trwania:select:1;10h:5;1;9999999
99;Czas trwania:select:1;1h:1;1;9999999
100;Czas trwania:select:1;1h:1;1;9999999
101;Czas trwania:select:1;1h:1;1;9999999
101;Czas trwania:select:1;10h:5;1;9999999
102;Czas trwania:select:1;1h:1;1;9999999
103;Czas trwania:select:1;1h:1;1;9999999
104;Czas trwania:select:1;1h:1;1;9999999
104;Czas trwania:select:1;5h:3;1;9999999
105;Czas trwania:select:1;1h:1;1;9999999
105;Czas trwania:select:1;10h:5;1;9999999
106;Czas trwania:select:1;1h:1;1;9999999
106;Czas trwania:select:1;2h:2;1;9999999
107;Czas trwania:select:1;1h:1;1;9999999
107;Czas trwania:select:1;10h:5;1;9999999
108;Czas trwania:select:1;1h:1;1;9999999
109;Czas trwania:select:1;1h:1;1;9999999
109;Czas trwania:select:1;2h:2;1;9999999
110;Czas trwania:select:1;1h:1;1;9999999
111;Czas trwania:select:1;1h:1;1;9999999
111;Czas trwania:select:1;2h:2;1;9999999
112;Czas trwania:select:1;1h:1;1;9999999
112;Czas trwania:select:1;5h:3;1;9999999
113;Czas trwania:select:1;1h:1;1;9999999
114;Czas trwania:select:1;1h:1;1;9999999
114;Czas trwania:select:1;10h:5;1;9999999
