0;Czas trwania:String:1;1h:1;10h:5
1;Czas trwania:String:1;1h:1;10h:5
2;Czas trwania:String:1;1h:1;
3;Czas trwania:String:1;1h:1;2h:2
4;Czas trwania:String:1;1h:1;2h:2
5;Czas trwania:String:1;1h:1;
6;Czas trwania:String:1;1h:1;
7;Czas trwania:String:1;1h:1;
8;Czas trwania:String:1;1h:1;5h:3
9;Czas trwania:String:1;1h:1;
10;Czas trwania:String:1;1h:1;
11;Czas trwania:String:1;1h:1;
12;Czas trwania:String:1;1h:1;
13;Czas trwania:String:1;1h:1;
14;Czas trwania:String:1;1h:1;
15;Czas trwania:String:1;1h:1;
16;Czas trwania:String:1;1h:1;
17;Czas trwania:String:1;1h:1;tygodniowy:4
18;Czas trwania:String:1;1h:1;
19;Czas trwania:String:1;1h:1;
20;Czas trwania:String:1;1h:1;
21;Czas trwania:String:1;1h:1;5h:3
22;Czas trwania:String:1;1h:1;
23;Czas trwania:String:1;1h:1;
24;Czas trwania:String:1;1h:1;
25;Czas trwania:String:1;1h:1;
26;Czas trwania:String:1;1h:1;
27;Czas trwania:String:1;1h:1;
28;Czas trwania:String:1;1h:1;
29;Czas trwania:String:1;1h:1;5h:3
30;Czas trwania:String:1;1h:1;2h:2
31;Czas trwania:String:1;1h:1;
32;Czas trwania:String:1;1h:1;2h:2
33;Czas trwania:String:1;1h:1;
34;Czas trwania:String:1;1h:1;tygodniowy:4
35;Czas trwania:String:1;1h:1;
36;Czas trwania:String:1;1h:1;2h:2
37;Czas trwania:String:1;1h:1;5h:3
38;Czas trwania:String:1;1h:1;
39;Czas trwania:String:1;1h:1;2h:2
40;Czas trwania:String:1;1h:1;tygodniowy:4
41;Czas trwania:String:1;1h:1;
42;Czas trwania:String:1;1h:1;
43;Czas trwania:String:1;1h:1;
44;Czas trwania:String:1;1h:1;
45;Czas trwania:String:1;1h:1;
46;Czas trwania:String:1;1h:1;
47;Czas trwania:String:1;1h:1;
48;Czas trwania:String:1;1h:1;
49;Czas trwania:String:1;1h:1;
50;Czas trwania:String:1;1h:1;10h:5
51;Czas trwania:String:1;1h:1;
52;Czas trwania:String:1;1h:1;
53;Czas trwania:String:1;1h:1;
54;Czas trwania:String:1;1h:1;
55;Czas trwania:String:1;1h:1;
56;Czas trwania:String:1;1h:1;
57;Czas trwania:String:1;1h:1;
58;Czas trwania:String:1;1h:1;5h:3
59;Czas trwania:String:1;1h:1;
60;Czas trwania:String:1;1h:1;
61;Czas trwania:String:1;1h:1;
62;Czas trwania:String:1;1h:1;tygodniowy:4
63;Czas trwania:String:1;1h:1;
64;Czas trwania:String:1;1h:1;
65;Czas trwania:String:1;1h:1;
66;Czas trwania:String:1;1h:1;10h:5
67;Czas trwania:String:1;1h:1;
68;Czas trwania:String:1;1h:1;
69;Czas trwania:String:1;1h:1;
70;Czas trwania:String:1;1h:1;
71;Czas trwania:String:1;1h:1;5h:3
72;Czas trwania:String:1;1h:1;10h:5
73;Czas trwania:String:1;1h:1;
74;Czas trwania:String:1;1h:1;2h:2
75;Czas trwania:String:1;1h:1;
76;Czas trwania:String:1;1h:1;tygodniowy:4
77;Czas trwania:String:1;1h:1;
78;Czas trwania:String:1;1h:1;
79;Czas trwania:String:1;1h:1;
80;Czas trwania:String:1;1h:1;
81;Czas trwania:String:1;1h:1;
82;Czas trwania:String:1;1h:1;
83;Czas trwania:String:1;1h:1;
84;Czas trwania:String:1;1h:1;
85;Czas trwania:String:1;1h:1;
86;Czas trwania:String:1;1h:1;5h:3
87;Czas trwania:String:1;1h:1;10h:5
88;Czas trwania:String:1;1h:1;
89;Czas trwania:String:1;1h:1;
90;Czas trwania:String:1;1h:1;
91;Czas trwania:String:1;1h:1;
92;Czas trwania:String:1;1h:1;
93;Czas trwania:String:1;1h:1;tygodniowy:4
94;Czas trwania:String:1;1h:1;tygodniowy:4
95;Czas trwania:String:1;1h:1;
96;Czas trwania:String:1;1h:1;
97;Czas trwania:String:1;1h:1;
98;Czas trwania:String:1;1h:1;2h:2
99;Czas trwania:String:1;1h:1;5h:3
100;Czas trwania:String:1;1h:1;
101;Czas trwania:String:1;1h:1;5h:3
102;Czas trwania:String:1;1h:1;
103;Czas trwania:String:1;1h:1;
104;Czas trwania:String:1;1h:1;10h:5
105;Czas trwania:String:1;1h:1;tygodniowy:4
106;Czas trwania:String:1;1h:1;
107;Czas trwania:String:1;1h:1;
108;Czas trwania:String:1;1h:1;
109;Czas trwania:String:1;1h:1;
110;Czas trwania:String:1;1h:1;tygodniowy:4
111;Czas trwania:String:1;1h:1;
112;Czas trwania:String:1;1h:1;10h:5
113;Czas trwania:String:1;1h:1;tygodniowy:4
114;Czas trwania:String:1;1h:1;
115;Czas trwania:String:1;1h:1;
116;Czas trwania:String:1;1h:1;tygodniowy:4
117;Czas trwania:String:1;1h:1;
118;Czas trwania:String:1;1h:1;10h:5
119;Czas trwania:String:1;1h:1;
120;Czas trwania:String:1;1h:1;
121;Czas trwania:String:1;1h:1;10h:5
122;Czas trwania:String:1;1h:1;10h:5
123;Czas trwania:String:1;1h:1;
124;Czas trwania:String:1;1h:1;
125;Czas trwania:String:1;1h:1;
126;Czas trwania:String:1;1h:1;2h:2
127;Czas trwania:String:1;1h:1;
128;Czas trwania:String:1;1h:1;
129;Czas trwania:String:1;1h:1;
130;Czas trwania:String:1;1h:1;tygodniowy:4
131;Czas trwania:String:1;1h:1;
132;Czas trwania:String:1;1h:1;
133;Czas trwania:String:1;1h:1;
134;Czas trwania:String:1;1h:1;
135;Czas trwania:String:1;1h:1;
136;Czas trwania:String:1;1h:1;
137;Czas trwania:String:1;1h:1;
138;Czas trwania:String:1;1h:1;5h:3
139;Czas trwania:String:1;1h:1;
140;Czas trwania:String:1;1h:1;
141;Czas trwania:String:1;1h:1;
142;Czas trwania:String:1;1h:1;10h:5
143;Czas trwania:String:1;1h:1;2h:2
144;Czas trwania:String:1;1h:1;
145;Czas trwania:String:1;1h:1;
146;Czas trwania:String:1;1h:1;10h:5
147;Czas trwania:String:1;1h:1;
148;Czas trwania:String:1;1h:1;
149;Czas trwania:String:1;1h:1;
150;Czas trwania:String:1;1h:1;
151;Czas trwania:String:1;1h:1;
152;Czas trwania:String:1;1h:1;
153;Czas trwania:String:1;1h:1;
154;Czas trwania:String:1;1h:1;
155;Czas trwania:String:1;1h:1;
156;Czas trwania:String:1;1h:1;10h:5
157;Czas trwania:String:1;1h:1;
158;Czas trwania:String:1;1h:1;
159;Czas trwania:String:1;1h:1;2h:2
160;Czas trwania:String:1;1h:1;
161;Czas trwania:String:1;1h:1;
162;Czas trwania:String:1;1h:1;
163;Czas trwania:String:1;1h:1;tygodniowy:4
164;Czas trwania:String:1;1h:1;
165;Czas trwania:String:1;1h:1;10h:5
166;Czas trwania:String:1;1h:1;
167;Czas trwania:String:1;1h:1;
168;Czas trwania:String:1;1h:1;
169;Czas trwania:String:1;1h:1;
170;Czas trwania:String:1;1h:1;tygodniowy:4
171;Czas trwania:String:1;1h:1;10h:5
172;Czas trwania:String:1;1h:1;
173;Czas trwania:String:1;1h:1;2h:2
174;Czas trwania:String:1;1h:1;
175;Czas trwania:String:1;1h:1;
176;Czas trwania:String:1;1h:1;2h:2
177;Czas trwania:String:1;1h:1;
178;Czas trwania:String:1;1h:1;
179;Czas trwania:String:1;1h:1;
180;Czas trwania:String:1;1h:1;5h:3
181;Czas trwania:String:1;1h:1;
182;Czas trwania:String:1;1h:1;
183;Czas trwania:String:1;1h:1;
184;Czas trwania:String:1;1h:1;
185;Czas trwania:String:1;1h:1;2h:2
186;Czas trwania:String:1;1h:1;
187;Czas trwania:String:1;1h:1;
188;Czas trwania:String:1;1h:1;
189;Czas trwania:String:1;1h:1;
190;Czas trwania:String:1;1h:1;tygodniowy:4
191;Czas trwania:String:1;1h:1;5h:3
192;Czas trwania:String:1;1h:1;10h:5
193;Czas trwania:String:1;1h:1;
194;Czas trwania:String:1;1h:1;2h:2
195;Czas trwania:String:1;1h:1;tygodniowy:4
196;Czas trwania:String:1;1h:1;
197;Czas trwania:String:1;1h:1;
198;Czas trwania:String:1;1h:1;
199;Czas trwania:String:1;1h:1;2h:2
200;Czas trwania:String:1;1h:1;
201;Czas trwania:String:1;1h:1;
202;Czas trwania:String:1;1h:1;
203;Czas trwania:String:1;1h:1;5h:3
204;Czas trwania:String:1;1h:1;
205;Czas trwania:String:1;1h:1;
206;Czas trwania:String:1;1h:1;5h:3
207;Czas trwania:String:1;1h:1;
208;Czas trwania:String:1;1h:1;
209;Czas trwania:String:1;1h:1;
210;Czas trwania:String:1;1h:1;
211;Czas trwania:String:1;1h:1;
212;Czas trwania:String:1;1h:1;
213;Czas trwania:String:1;1h:1;tygodniowy:4
