0;1h;
1;1h;
2;1h;
3;1h;5h
4;1h;
5;1h;
6;1h;
7;1h;5h
8;1h;5h
9;1h;
10;1h;
11;1h;
12;1h;
13;1h;
14;1h;tygodniowy
15;1h;tygodniowy
16;1h;
17;1h;
18;1h;
19;1h;2h
20;1h;
21;1h;
22;1h;5h
23;1h;
24;1h;tygodniowy
25;1h;
26;1h;
27;1h;
28;1h;
29;1h;5h
30;1h;
31;1h;
32;1h;
33;1h;tygodniowy
34;1h;5h
35;1h;
36;1h;
37;1h;2h
38;1h;
39;1h;
40;1h;
41;1h;
42;1h;
43;1h;5h
44;1h;
45;1h;
46;1h;
47;1h;10h
48;1h;5h
49;1h;
50;1h;
51;1h;
52;1h;10h
53;1h;
54;1h;
55;1h;
56;1h;
57;1h;
58;1h;
59;1h;10h
60;1h;5h
61;1h;
62;1h;
63;1h;
64;1h;
65;1h;
66;1h;tygodniowy
67;1h;
68;1h;2h
69;1h;tygodniowy
70;1h;
71;1h;
72;1h;
73;1h;
74;1h;
75;1h;10h
76;1h;
77;1h;
78;1h;
79;1h;
80;1h;
81;1h;
82;1h;
83;1h;
84;1h;
85;1h;
86;1h;
87;1h;
88;1h;
89;1h;10h
90;1h;
91;1h;10h
92;1h;5h
93;1h;
94;1h;
95;1h;
96;1h;10h
97;1h;5h
98;1h;2h
99;1h;
100;1h;
101;1h;2h
102;1h;
103;1h;
104;1h;tygodniowy
105;1h;
106;1h;
107;1h;
108;1h;
109;1h;
110;1h;
111;1h;
112;1h;
113;1h;
114;1h;
115;1h;10h
116;1h;
117;1h;
118;1h;
119;1h;
120;1h;
121;1h;2h
122;1h;5h
123;1h;
124;1h;
125;1h;
126;1h;
127;1h;2h
128;1h;10h
129;1h;
130;1h;
131;1h;2h
132;1h;2h
133;1h;tygodniowy
134;1h;
135;1h;5h
136;1h;
137;1h;tygodniowy
138;1h;
139;1h;
140;1h;
141;1h;
142;1h;10h
143;1h;
144;1h;
145;1h;
146;1h;
147;1h;
148;1h;
149;1h;
150;1h;
151;1h;10h
152;1h;2h
153;1h;
154;1h;
155;1h;
156;1h;
157;1h;
158;1h;
159;1h;2h
160;1h;
161;1h;
162;1h;5h
163;1h;5h
164;1h;
165;1h;5h
166;1h;
167;1h;
168;1h;5h
169;1h;2h
170;1h;
171;1h;
172;1h;
173;1h;
174;1h;2h
175;1h;10h
176;1h;tygodniowy
177;1h;
178;1h;
179;1h;
180;1h;10h
181;1h;
182;1h;5h
183;1h;
184;1h;
185;1h;tygodniowy
186;1h;
187;1h;
188;1h;
189;1h;
190;1h;
191;1h;
192;1h;
193;1h;
194;1h;10h
195;1h;
196;1h;
197;1h;
198;1h;
199;1h;
200;1h;
201;1h;
202;1h;
203;1h;2h
204;1h;
205;1h;
206;1h;
207;1h;tygodniowy
208;1h;
209;1h;
210;1h;
211;1h;
212;1h;
213;1h;
214;1h;5h
215;1h;
216;1h;
217;1h;
218;1h;tygodniowy
219;1h;
220;1h;10h
221;1h;
222;1h;
223;1h;
224;1h;
225;1h;
226;1h;
227;1h;
228;1h;
229;1h;
230;1h;
231;1h;
232;1h;
233;1h;
234;1h;
235;1h;2h
236;1h;
237;1h;
238;1h;
239;1h;
240;1h;
241;1h;tygodniowy
242;1h;
243;1h;
244;1h;
245;1h;tygodniowy
246;1h;
247;1h;2h
248;1h;
249;1h;
250;1h;tygodniowy
251;1h;tygodniowy
252;1h;
253;1h;
254;1h;
255;1h;
256;1h;
257;1h;
258;1h;5h
259;1h;
260;1h;
261;1h;tygodniowy
262;1h;tygodniowy
263;1h;10h
264;1h;
265;1h;
266;1h;
267;1h;
268;1h;
269;1h;tygodniowy
270;1h;
271;1h;
272;1h;
273;1h;
274;1h;
275;1h;
276;1h;tygodniowy
277;1h;
278;1h;
279;1h;tygodniowy
280;1h;
